file,time,result
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test1.csv,211000,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test10.csv,225625,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test100.csv,223459,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test101.csv,238250,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test102.csv,264375,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test103.csv,86154291,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test104.csv,177750,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test105.csv,245167,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test106.csv,185833,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test107.csv,212708,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test108.csv,196500,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test109.csv,183667,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test11.csv,215916,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test110.csv,201708,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test111.csv,207792,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test112.csv,85211459,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test113.csv,222958,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test114.csv,263958,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test115.csv,228500,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test116.csv,337083,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test117.csv,242375,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test118.csv,280958,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test119.csv,85693291,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test12.csv,188042,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test120.csv,224750,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test121.csv,217916,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test122.csv,226916,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test123.csv,199459,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test124.csv,204500,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test125.csv,298458,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test126.csv,357583,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test127.csv,188416,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test128.csv,87278584,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test129.csv,373375,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test13.csv,302083,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test130.csv,219167,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test131.csv,209583,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test132.csv,254583,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test133.csv,201417,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test134.csv,208250,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test135.csv,204667,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test136.csv,189166,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test137.csv,187125,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test138.csv,190250,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test139.csv,211958,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test14.csv,184791,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test140.csv,193541,true
