file,time,result
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test1.csv,1667167,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test10.csv,1679875,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test100.csv,1904000,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test101.csv,1673459,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test102.csv,1716583,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test103.csv,3348708,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test104.csv,1679334,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test105.csv,1678250,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test106.csv,1710792,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test107.csv,1678958,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test108.csv,1681417,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test109.csv,1686916,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test11.csv,1678292,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test110.csv,1678916,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test111.csv,1675417,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test112.csv,3375500,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test113.csv,1661833,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test114.csv,1673000,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test115.csv,1652084,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test116.csv,1655041,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test117.csv,1649334,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test118.csv,1648875,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test119.csv,3307167,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test12.csv,1648291,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test120.csv,1658459,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test121.csv,1681000,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test122.csv,1646459,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test123.csv,1655792,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test124.csv,1743125,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test125.csv,1711459,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test126.csv,1651542,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test127.csv,1731708,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test128.csv,3344708,false
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test129.csv,1701583,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test13.csv,1705458,true
/Users/Vanessa/git/BachelorThesis/rust/../instances/n1000_test130.csv,1719584,false
